grain_ID;grain_R;grain volume;b/a;a;b;c
15775,00;21,30;40465,61049;0,83;24,12868039;20,00930289;20,00930289
15776,00;19,13;29336,65277;0,87;20,95396723;18,28217431;18,28217431
15777,00;7,98;2127,692162;0,47;13,10717463;6,225232117;6,225232117
15778,00;11,97;7180,961044;0,80;13,93420358;11,09189897;11,09189897
15779,00;37,68;224092,3057;0,37;72,64392122;27,13748076;27,13748076
15780,00;19,75;32252,83784;0,78;23,28198711;18,18568397;18,18568397
15781,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
15782,00;4,89;488,6025119;0,39;9,131582813;3,574049079;3,574049079
15783,00;12,62;8410,44174;0,81;14,51219401;11,76247087;11,76247087
15784,00;13,71;10797,707;0,74;16,82489532;12,37785182;12,37785182
15785,00;17,04;20735,43306;0,74;20,87398651;15,39960393;15,39960393
15786,00;21,67;42613,95378;0,67;28,3403878;18,94648788;18,94648788
15787,00;25,07;66025,91827;0,69;32,05492857;22,17509626;22,17509626
15788,00;17,16;21162,95941;0,65;22,78427752;14,8910823;14,8910823
15789,00;37,00;212112,6079;0,71;46,38757739;33,03985184;33,03985184
15790,00;22,57;48144,17778;0,71;28,44612061;20,10092573;20,10092573
15791,00;37,21;215822,9805;0,49;59,96916088;29,3116693;29,3116693
15792,00;16,53;18916,80417;0,53;25,177101;13,39296452;13,39296452
15793,00;26,08;74340,07338;0,70;33,10872228;23,1523979;23,1523979
15794,00;22,57;48144,17778;0,87;24,70781627;21,56802612;21,56802612
15795,00;22,21;45905,14333;0,71;28,03802129;19,77027401;19,77027401
15796,00;16,93;20310,82502;0,63;23,14948216;14,47267592;14,47267592
15797,00;25,70;71103,49552;0,86;28,46094582;24,42173458;24,42173458
15798,00;16,45;18641,9865;0,74;20,14502502;14,86339038;14,86339038
15799,00;14,99;14118,92046;0,67;19,49480129;13,14913048;13,14913048
15800,00;20,54;36281,69912;0,83;23,22468658;19,31188085;19,31188085
15801,00;20,63;36796,3284;0,68;26,59155873;18,17548635;18,17548635
15802,00;11,44;6273,539919;0,44;19,8058866;8,695906954;8,695906954
15803,00;5,64;752,2527779;1,00;5,641895835;5,641895835;5,641895835
15804,00;7,05;1469,243707;0,66;9,287852898;6,145326344;6,145326344
15805,00;30,12;114454,0303;0,91;32,04310787;29,20141689;29,20141689
15806,00;4,89;488,6025119;0,74;5,957798479;4,424769363;4,424769363
15807,00;6,31;1051,305217;0,64;8,449774004;5,450013254;5,450013254
15808,00;17,39;22026,68842;0,83;19,72626234;16,32705656;16,32705656
15809,00;33,85;162486,6;0,45;57,92397705;25,87827267;25,87827267
15810,00;9,36;3430,542792;0,59;13,29598306;7,848323379;7,848323379
15811,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
15812,00;29,89;111828,7158;0,74;36,68903569;26,97517157;26,97517157
15813,00;21,48;41535,15192;0,71;26,8974261;19,20030977;19,20030977
15814,00;16,93;20310,82502;0,56;24,80078454;13,98256246;13,98256246
15815,00;13,23;9703,040283;0,66;17,39955183;11,53826692;11,53826692
15816,00;7,98;2127,692162;0,72;9,919921404;7,155763468;7,155763468
15817,00;28,35;95445,59158;0,79;33,30920905;26,15480415;26,15480415
15818,00;21,85;43701,93721;0,74;26,68139046;19,7743315;19,7743315
15819,00;12,62;8410,44174;0,68;16,25683731;11,11340314;11,11340314
15820,00;12,30;7787,610372;0,64;16,56234171;10,59490172;10,59490172
15821,00;26,46;77624,32227;0,99;26,55885329;26,41495931;26,41495931
15822,00;34,55;172747,0748;0,81;39,70520147;32,22829604;32,22829604
15823,00;25,07;66025,91827;0,82;28,72533415;23,42504186;23,42504186
15824,00;5,64;752,2527779;0,56;8,298463759;4,651989701;4,651989701
15825,00;5,64;752,2527779;1,00;5,641895835;5,641895835;5,641895835
15826,00;49,67;513235,1046;0,48;80,7949102;38,94232447;38,94232447
15827,00;16,69;19470,44512;0,56;24,60403365;13,74486502;13,74486502
15828,00;7,93;2085,056044;0,62;10,9274804;6,749234901;6,749234901
15829,00;13,53;10372,07306;1,00;13,54484058;13,52077327;13,52077327
15830,00;31,09;125932,6175;0,71;38,92456385;27,79156048;27,79156048
15831,00;16,69;19470,44512;0,87;18,34045774;15,91983456;15,91983456
15832,00;9,36;3430,542792;0,30;20,69339738;6,291022189;6,291022189
15833,00;28,63;98294,5979;0,82;32,55026383;26,84993657;26,84993657
15834,00;6,91;1381,976598;0,54;10,37479291;5,639184729;5,639184729
15835,00;14,66;13192,26783;0,91;15,57536667;14,21989159;14,21989159
15836,00;11,63;6590,937531;0,73;14,3888665;10,45721414;10,45721414
15837,00;16,69;19470,44512;0,58;24,0911304;13,8904094;13,8904094
15838,00;32,53;144228,5624;0,88;35,3155609;31,2247003;31,2247003
15839,00;18,50;26514,07599;0,92;19,60815565;17,96700012;17,96700012
15840,00;23,05;51280,31901;0,70;29,19601828;20,47713724;20,47713724
15841,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
15842,00;15,96;17021,53731;0,71;19,96929255;14,26506471;14,26506471
15843,00;17,16;21162,95941;0,79;20,15270309;15,83351149;15,83351149
15844,00;16,27;18028,5703;0,77;19,33957868;14,91807667;14,91807667
15845,00;26,01;73688,92177;0,71;32,6143019;23,22484118;23,22484118
15846,00;30,64;120530,4629;0,39;57,19778702;22,42923671;22,42923671
15847,00;49,18;498407,0635;0,81;56,5986997;45,85055139;45,85055139
15848,00;15,61;15936,31699;0,74;19,13067729;14,10212313;14,10212313
15849,00;11,28;6018,022223;0,78;13,3044483;10,39164145;10,39164145
15850,00;28,35;95445,59158;0,81;32,63383493;26,42406179;26,42406179
15851,00;33,65;159533,6222;0,93;35,42177971;32,79039282;32,79039282
15852,00;25,54;69822,37092;0,55;38,26583593;20,87119851;20,87119851
15853,00;22,03;44799,02537;0,60;30,80794732;18,6319623;18,6319623
15854,00;31,70;133389,2693;0,67;41,47633397;27,70868789;27,70868789
15855,00;9,77;3908,820095;0,59;13,94120392;8,181414509;8,181414509
15856,00;26,31;76304,94652;0,60;36,81062366;22,24566812;22,24566812
15857,00;31,41;129839,3525;0,73;38,72122524;28,29334663;28,29334663
15858,00;17,16;21162,95941;0,76;20,6328838;15,64818344;15,64818344
15859,00;8,58;2645,369929;0,70;10,83438847;7,634783035;7,634783035
15860,00;11,28;6018,022223;0,74;13,76999985;10,21446492;10,21446492
15861,00;36,78;208423,7451;0,58;52,67982355;30,73315435;30,73315435
15862,00;25,23;67283,53392;0,38;48,21695466;18,25198922;18,25198922
15863,00;11,63;6590,937531;0,73;14,39267826;10,4558293;10,4558293
15864,00;22,21;45905,14333;0,86;24,46829578;21,16335458;21,16335458
15865,00;30,12;114454,0303;0,67;39,27404032;26,37657791;26,37657791
15866,00;11,55;6446,085037;0,65;15,34613808;10,01392097;10,01392097
15867,00;15,83;16624,15746;0,80;18,35826535;14,70312657;14,70312657
15868,00;42,64;324790,352;0,93;44,91677223;41,54827384;41,54827384
15869,00;17,39;22026,68842;0,65;23,08216369;15,09357237;15,09357237
15870,00;13,89;11229,00893;0,54;20,99031896;11,30100039;11,30100039
15871,00;26,95;81963,99593;0,92;28,4016631;26,24794885;26,24794885
15872,00;5,64;752,2527779;1,00;5,641895835;5,641895835;5,641895835
15873,00;13,53;10372,07306;0,61;18,7471797;11,49265865;11,49265865
15874,00;28,49;96866,60329;0,73;35,14233259;25,65236665;25,65236665
15875,00;50,93;553477,8094;0,47;83,70687692;39,73060996;39,73060996
15876,00;10,93;5462,742159;0,57;15,84663215;9,071781013;9,071781013
15877,00;8,92;2973,540194;0,57;12,94203786;7,406128945;7,406128945
15878,00;23,77;56255,02688;0,84;26,61247238;22,46434456;22,46434456
15879,00;12,30;7787,610372;0,62;16,82683276;10,51130441;10,51130441
15880,00;36,21;198843,7515;0,84;40,82993567;34,09748301;34,09748301
15881,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
15882,00;15,71;16229,91908;0,66;20,79984841;13,64846429;13,64846429
15883,00;16,69;19470,44512;0,75;20,29038097;15,13556142;15,13556142
15884,00;13,53;10372,07306;0,54;20,46780077;10,99899206;10,99899206
15885,00;20,54;36281,69912;0,46;34,34751085;15,88005014;15,88005014
15886,00;15,06;14306,75379;0,64;20,30616277;12,96917395;12,96917395
15887,00;6,31;1051,305217;0,51;9,898740795;5,035355403;5,035355403
15888,00;14,66;13192,26783;0,67;19,21515895;12,8024602;12,8024602
15889,00;24,43;61075,31402;0,42;43,23567989;18,36400504;18,36400504
15890,00;21,11;39405,4103;0,61;29,3302412;17,90918427;17,90918427
15891,00;26,08;74340,07338;0,57;37,96245172;21,62171118;21,62171118
15892,00;20,73;37313,36815;0,62;28,63623433;17,63721334;17,63721334
15893,00;10,93;5462,742159;0,80;12,64598247;10,15511296;10,15511296
15894,00;23,77;56255,02688;0,86;26,36482995;22,56960074;22,56960074
15895,00;9,77;3908,820095;0,81;11,21321642;9,122490805;9,122490805
15896,00;27,20;84333,13322;0,69;34,97061447;23,99402912;23,99402912
15897,00;8,92;2973,540194;0,62;12,22455201;7,620371177;7,620371177
15898,00;13,53;10372,07306;0,57;19,69269706;11,21336294;11,21336294
15899,00;15,96;17021,53731;0,44;27,40392405;12,17723559;12,17723559
15900,00;32,23;140181,1379;0,84;36,13036665;30,43436897;30,43436897
15901,00;31,67;132993,2597;0,64;42,65523399;27,28251147;27,28251147
15902,00;12,93;9049,045146;0,53;19,72422395;10,4654308;10,4654308
15903,00;13,53;10372,07306;0,56;19,95259343;11,14009264;11,14009264
15904,00;6,31;1051,305217;0,64;8,449774004;5,450013254;5,450013254
15905,00;11,28;6018,022223;0,62;15,54199753;9,614554624;9,614554624
15906,00;15,45;15450,96808;0,88;16,80716439;14,81447683;14,81447683
15907,00;23,43;53894,87257;0,66;30,79530914;20,4402939;20,4402939
15908,00;27,35;85696,99504;0,56;40,30559292;22,52972211;22,52972211
15909,00;17,79;23565,65484;0,66;23,39836618;15,50610373;15,50610373
15910,00;20,39;35514,29971;0,80;23,67459105;18,92413686;18,92413686
15911,00;8,46;2538,853126;0,62;11,60853065;7,225798686;7,225798686
15912,00;17,62;22901,85833;0,75;21,40067592;15,98369972;15,98369972
15913,00;13,82;11055,81279;0,72;17,12887159;12,413283;12,413283
15914,00;19,13;29336,65277;0,89;20,6020082;18,4376768;18,4376768
15915,00;26,91;81627,38839;0,79;31,55899679;24,84917941;24,84917941
15916,00;13,82;11055,81279;0,83;15,70917182;12,96207077;12,96207077
15917,00;14,93;13931,91641;0,74;18,18035881;13,52570466;13,52570466
15918,00;41,94;308931,5219;0,79;48,90666079;38,83316621;38,83316621
15919,00;6,91;1381,976598;0,70;8,795219067;6,124670219;6,124670219
15920,00;20,54;36281,69912;0,88;22,42816577;19,65181311;19,65181311
15921,00;24,02;58047,13948;0,94;25,00428112;23,54175959;23,54175959
15922,00;10,36;4664,171012;0,51;16,20365626;8,289654254;8,289654254
15923,00;29,85;111455,3314;0,36;59,14036821;21,21114471;21,21114471
15924,00;27,50;87068,13082;0,81;31,5565314;25,66496495;25,66496495
15925,00;50,78;548392,2752;0,63;69,39119247;43,43593597;43,43593597
15926,00;29,25;104806,0877;0,95;30,37207999;28,70196845;28,70196845
15927,00;29,26;104941,4109;0,88;31,80077562;28,06792378;28,06792378
15928,00;14,93;13931,91641;0,72;18,65254055;13,35340832;13,35340832
15929,00;10,93;5462,742159;0,90;11,76125205;10,53014298;10,53014298
15930,00;7,98;2127,692162;0,72;9,919921404;7,155763468;7,155763468
15931,00;11,97;7180,961044;0,57;17,37170489;9,93403668;9,93403668
15932,00;20,10;33996,00489;0,59;28,51517898;16,87064108;16,87064108
15933,00;25,54;69822,37092;0,66;33,53419764;22,29507982;22,29507982
15934,00;21,11;39405,4103;0,43;37,20132215;15,90209833;15,90209833
15935,00;8,46;2538,853126;0,64;11,4113027;7,287974948;7,287974948
15936,00;20,34;35259,71755;0,78;24,06054575;18,70433933;18,70433933
15937,00;15,45;15450,96808;0,41;28,11819658;11,45354197;11,45354197
15938,00;16,93;20310,82502;0,61;23,60796216;14,33145312;14,33145312
15939,00;12,30;7787,610372;0,97;12,54175711;12,17527025;12,17527025
15940,00;21,20;39934,33761;0,72;26,4298147;18,99248879;18,99248879
15941,00;44,33;365022,1706;0,73;54,56462016;39,96315329;39,96315329
15942,00;8,46;2538,853126;0,75;10,24703401;7,690868667;7,690868667
15943,00;32,16;139376,2713;0,82;36,69013774;30,11448532;30,11448532
15944,00;27,06;82976,5845;0,52;41,96698749;21,72598997;21,72598997
15945,00;8,46;2538,853126;0,43;14,95821505;6,365530417;6,365530417
15946,00;9,77;3908,820095;0,87;10,7437824;9,319657125;9,319657125
15947,00;4,23;317,3566408;0,64;5,708819801;3,64297611;3,64297611
15948,00;29,75;110337,6787;0,86;32,98824162;28,25777959;28,25777959
15949,00;28,80;100089,3592;0,76;34,60578948;26,27696901;26,27696901
15950,00;40,26;273432,1936;0,72;50,23947852;36,04607295;36,04607295
15951,00;37,10;213965,1133;0,38;70,23229231;26,96862209;26,96862209
15952,00;23,30;53018,54398;0,87;25,58809761;22,24080971;22,24080971
15953,00;18,92;28385,24089;0,53;28,96682938;15,29507133;15,29507133
15954,00;16,45;18641,9865;0,86;18,14766069;15,65998943;15,65998943
15955,00;20,73;37313,36815;0,77;24,720175;18,98288214;18,98288214
15956,00;47,12;438207,8147;0,75;57,19838404;42,76651631;42,76651631
15957,00;33,97;164182,1039;0,74;41,63460959;30,68254327;30,68254327
15958,00;14,25;12108,3254;0,66;18,75542384;12,41464473;12,41464473
15959,00;37,26;216753,9199;0,72;46,30698796;33,42842452;33,42842452
15960,00;18,06;24685,93596;0,77;21,58893322;16,52208693;16,52208693
15961,00;11,28;6018,022223;0,55;16,82395701;9,240990291;9,240990291
15962,00;8,46;2538,853126;0,64;11,43168887;7,281473715;7,281473715
15963,00;26,08;74340,07338;0,55;39,0542425;21,31734328;21,31734328
15964,00;5,64;752,2527779;0,56;8,298463759;4,651989701;4,651989701
15965,00;12,30;7787,610372;0,71;15,37847931;10,99514868;10,99514868
15966,00;33,02;150783,793;0,64;44,65588654;28,39184854;28,39184854
15967,00;21,71;42885,0919;0,79;25,4064346;20,07414267;20,07414267
15968,00;30,77;122065,8712;0,72;38,36892334;27,55897219;27,55897219
15969,00;18,50;26514,07599;0,65;24,72737739;15,9994449;15,9994449
15970,00;4,89;488,6025119;0,74;5,957798479;4,424769363;4,424769363
15971,00;11,97;7180,961044;0,60;16,75500384;10,11520561;10,11520561
15972,00;13,23;9703,040283;0,54;19,9592973;10,77300816;10,77300816
15973,00;24,27;59857,88849;0,62;33,21840107;20,74087287;20,74087287
15974,00;19,34;30298,46316;0,62;26,54405749;16,50753934;16,50753934
15975,00;10,56;4925,676281;0,56;15,47205616;8,717954777;8,717954777
15976,00;31,19;127100,4578;0,86;34,54720295;29,6362198;29,6362198
15977,00;17,45;22244,41415;0,71;21,92221111;15,56409968;15,56409968
15978,00;29,99;112951,3637;0,60;42,36251249;25,22961247;25,22961247
15979,00;59,37;876757,3244;0,33;123,6953809;41,13567759;41,13567759
15980,00;13,53;10372,07306;0,69;17,39395707;11,93134166;11,93134166
15981,00;25,85;72392,36125;0,77;30,66157593;23,74131828;23,74131828
15982,00;11,57;6491,410937;0,96;11,90202267;11,4107676;11,4107676
15983,00;10,93;5462,742159;0,79;12,81372006;10,08842641;10,08842641
15984,00;16,93;20310,82502;0,79;19,78662538;15,65429854;15,65429854
15985,00;9,36;3430,542792;0,56;13,79574099;7,704857303;7,704857303
15986,00;39,67;261486,0661;0,58;57,03683452;33,08280033;33,08280033
15987,00;14,10;11753,94966;0,56;20,73765962;11,63235741;11,63235741
15988,00;28,77;99729,54147;0,79;33,79885452;26,54095927;26,54095927
15989,00;5,09;550,9330862;0,77;6,078542823;4,651632352;4,651632352
15990,00;14,38;12466,19268;0,84;16,20464997;13,55198105;13,55198105
15991,00;44,15;360597,6897;0,68;57,04537415;38,84695199;38,84695199
15992,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
15993,00;4,89;488,6025119;0,74;5,957798479;4,424769363;4,424769363
15994,00;27,66;88619,30555;0,76;33,15534306;25,26056753;25,26056753
15995,00;27,24;84673,41466;0,86;30,15307523;25,89187053;25,89187053
15996,00;32,29;140987,5478;0,83;36,43553718;30,39369391;30,39369391
15997,00;12,93;9049,045146;0,76;15,46478753;11,81911869;11,81911869
15998,00;8,46;2538,853126;0,75;10,26302175;7,684875912;7,684875912
15999,00;26,91;81627,38839;0,48;43,9050714;21,06766007;21,06766007
16000,00;15,83;16624,15746;0,80;18,39499734;14,68843929;14,68843929
16001,00;11,63;6590,937531;0,73;14,37424372;10,4625318;10,4625318
16002,00;22,74;49276,9533;0,78;26,8647278;20,92600849;20,92600849
16003,00;22,92;50418,47628;0,62;31,60725707;19,51448746;19,51448746
16004,00;26,16;74993,13168;0,80;30,35748356;24,28474547;24,28474547
16005,00;41,07;290253,5932;0,32;88,70993162;27,94849172;27,94849172
16006,00;10,17;4407,464687;0,92;10,7239052;9,905436834;9,905436834
16007,00;14,18;11930,69893;0,82;16,19036047;13,26356834;13,26356834
16008,00;14,38;12466,19268;0,80;16,63746304;13,37454638;13,37454638
16009,00;18,92;28385,24089;0,72;23,56532783;16,95763349;16,95763349
16010,00;13,23;9703,040283;0,55;19,66940149;10,85210632;10,85210632
16011,00;12,62;8410,44174;0,62;17,42156886;10,73548002;10,73548002
16012,00;15,96;17021,53731;0,58;23,05830413;13,27521014;13,27521014
16013,00;30,51;119001,5467;0,97;31,15557202;30,19702327;30,19702327
16014,00;19,95;33245,19003;0,47;32,90347752;15,53099232;15,53099232
16015,00;17,84;23788,32154;0,86;19,77905615;16,94473627;16,94473627
16016,00;8,69;2753,336051;0,63;11,82633759;7,455214956;7,455214956
16017,00;11,63;6590,937531;0,79;13,60038513;10,75607173;10,75607173
16018,00;43,97;356191,2311;0,98;44,62975284;43,65008224;43,65008224
16019,00;28,49;96866,60329;0,77;33,95498178;26,0970237;26,0970237
16020,00;12,93;9049,045146;0,58;18,61312962;10,77326572;10,77326572
16021,00;48,50;477953,3946;0,81;55,79378441;45,22260342;45,22260342
16022,00;28,07;92624,65539;0,48;46,04519548;21,91426138;21,91426138
16023,00;7,46;1741,489552;0,51;11,61688976;5,982341459;5,982341459
16024,00;43,01;333355,9792;0,72;53,3914016;38,60772037;38,60772037
16025,00;23,09;51568,6803;0,86;25,57620533;21,9396982;21,9396982
16026,00;8,46;2538,853126;0,47;13,90162945;6,603005059;6,603005059
16027,00;24,79;63835,09102;0,92;26,17437517;24,12944178;24,12944178
16028,00;19,34;30298,46316;0,68;25,06641426;16,98712525;16,98712525
16029,00;7,98;2127,692162;0,84;8,951631927;7,53284418;7,53284418
16030,00;16,45;18641,9865;0,84;18,45990256;15,52698337;15,52698337
16031,00;14,38;12466,19268;0,51;22,48708865;11,50418871;11,50418871
16032,00;30,25;115963,3022;0,89;32,78615748;29,05833472;29,05833472
16033,00;14,93;13931,91641;0,68;19,3661394;13,10507765;13,10507765
16034,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
16035,00;68,46;1344146,964;0,70;87,06743636;60,70873654;60,70873654
16036,00;20,73;37313,36815;0,63;28,11930084;17,79859262;17,79859262
16037,00;5,64;752,2527779;1,00;5,641895835;5,641895835;5,641895835
16038,00;19,44;30783,23286;0,63;26,58434141;16,62646247;16,62646247
16039,00;12,93;9049,045146;0,63;17,50325381;11,10958094;11,10958094
16040,00;20,34;35259,71755;0,86;22,40812013;19,38172368;19,38172368
16041,00;14,38;12466,19268;0,67;18,86226282;12,56104343;12,56104343
16042,00;46,57;422983,643;0,95;48,1944906;45,77399152;45,77399152
16043,00;14,10;11753,94966;0,80;16,33135684;13,10800126;13,10800126
16044,00;7,46;1741,489552;0,75;9,013960551;6,791384287;6,791384287
16045,00;8,92;2973,540194;0,83;10,11394743;8,377843743;8,377843743
16046,00;10,74;5191,89399;0,69;13,81940081;9,470523738;9,470523738
16047,00;26,31;76304,94652;0,71;33,18044675;23,43100555;23,43100555
16048,00;35,29;184096,4128;0,56;51,99271612;29,07415528;29,07415528
16049,00;13,82;11055,81279;0,87;15,10963262;13,21673191;13,21673191
16050,00;16,93;20310,82502;0,54;25,6483631;13,74958693;13,74958693
16051,00;6,31;1051,305217;0,64;8,449774004;5,450013254;5,450013254
16052,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
16053,00;15,19;14684,8938;0,61;21,09809464;12,89049167;12,89049167
16054,00;13,23;9703,040283;0,52;20,34147736;10,67132549;10,67132549
16055,00;26,31;76304,94652;0,57;38,12285077;21,85945636;21,85945636
16056,00;20,97;38616,44023;0,68;27,06872121;18,45474056;18,45474056
16057,00;24,83;64154,38808;0,80;28,81164523;23,05604704;23,05604704
16058,00;14,38;12466,19268;0,89;15,51831068;13,84842527;13,84842527
16059,00;25,47;69184,72617;0,48;41,28304656;20,00206982;20,00206982
16060,00;22,43;47300,37761;0,45;38,45450453;17,13619475;17,13619475
16061,00;44,60;371692,5241;0,72;55,30660864;40,05521748;40,05521748
16062,00;42,60;323724,8839;0,89;46,15803674;40,91853469;40,91853469
16063,00;26,61;78951,21597;0,67;34,90568027;23,23737432;23,23737432
16064,00;5,46;682,8427691;0,69;7,00715399;4,823310516;4,823310516
16065,00;10,56;4925,676281;1,00;10,58161428;10,54174885;10,54174885
16066,00;26,76;80285,58521;0,80;30,98094582;24,87294147;24,87294147
16067,00;6,91;1381,976598;0,70;8,795219067;6,124670219;6,124670219
16068,00;9,36;3430,542792;0,74;11,42719537;8,46578607;8,46578607
16069,00;14,38;12466,19268;0,76;17,26814974;13,12803452;13,12803452
16070,00;18,71;27444,34232;0,81;21,46369186;17,4714881;17,4714881
16071,00;13,53;10372,07306;0,83;15,37377519;12,69106931;12,69106931
16072,00;24,91;64776,23734;0,77;29,76506848;22,79345244;22,79345244
16073,00;26,76;80285,58521;0,82;30,64137903;25,01038231;25,01038231
16074,00;33,14;152437,7194;0,74;40,65456247;29,91901359;29,91901359
16075,00;19,95;33245,19003;0,53;30,62294569;16,09891559;16,09891559
16076,00;30,81;122450,7346;0,76;37,08645429;28,07557993;28,07557993
16077,00;9,57;3667,081599;0,90;10,23512233;9,248460869;9,248460869
16078,00;8,22;2330,248311;0,68;10,67679437;7,218323755;7,218323755
16079,00;12,93;9049,045146;0,73;15,97011051;11,63062658;11,63062658
16080,00;23,30;53018,54398;0,72;29,06670121;20,86756239;20,86756239
16081,00;21,67;42613,95378;0,81;24,99311615;20,1753653;20,1753653
16082,00;36,35;201111,0556;0,79;42,52461328;33,60109896;33,60109896
16083,00;17,41;22088,50893;0,50;27,63988622;13,81245162;13,81245162
16084,00;39,79;263969,3044;0,54;59,9242689;32,42881187;32,42881187
16085,00;9,36;3430,542792;0,49;14,98541277;7,392694521;7,392694521
16086,00;18,06;24685,93596;0,78;21,25356266;16,65193184;16,65193184
16087,00;35,01;179702,8209;0,48;57,07125376;27,41728433;27,41728433
16088,00;6,91;1381,976598;0,70;8,795219067;6,124670219;6,124670219
16089,00;12,30;7787,610372;0,53;18,86589825;9,927023703;9,927023703
16090,00;22,21;45905,14333;0,40;41,01559243;16,34601431;16,34601431
16091,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
16092,00;6,31;1051,305217;0,64;8,449774004;5,450013254;5,450013254
16093,00;34,43;171022,4864;0,71;43,08092984;30,78504333;30,78504333
16094,00;14,38;12466,19268;0,76;17,33027945;13,10448114;13,10448114
16095,00;12,93;9049,045146;0,66;17,00241825;11,27201934;11,27201934
16096,00;6,91;1381,976598;0,82;7,897781444;6,46328764;6,46328764
16097,00;13,82;11055,81279;0,85;15,41162561;13,0865994;13,0865994
16098,00;23,00;50992,49725;0,31;50,66280029;15,50116148;15,50116148
16099,00;35,19;182554,6333;0,38;66,99726945;25,50489699;25,50489699
16100,00;19,75;32252,83784;0,70;25,00563367;17,54772136;17,54772136
16101,00;36,02;195683,9562;0,80;41,94579586;33,37252644;33,37252644
16102,00;17,39;22026,68842;0,67;22,81703979;15,18100942;15,18100942
16103,00;18,50;26514,07599;0,82;21,15267969;17,29861158;17,29861158
16104,00;24,27;59857,88849;0,56;35,88587644;19,95513237;19,95513237
16105,00;29,15;103711,1951;0,79;34,00232459;26,98448975;26,98448975
16106,00;18,28;25594,56478;0,69;23,48929622;16,12852187;16,12852187
16107,00;14,10;11753,94966;0,77;16,71810233;12,95549822;12,95549822
16108,00;33,67;159954,37;0,66;44,64842518;29,24493615;29,24493615
16109,00;54,41;674665,0661;0,49;87,28349633;42,95697981;42,95697981
16110,00;17,62;22901,85833;0,79;20,59693859;16,29257467;16,29257467
16111,00;20,54;36281,69912;0,70;26,02100903;18,24472986;18,24472986
16112,00;46,95;433504,3571;0,69;59,85106527;41,58306398;41,58306398
16113,00;10,17;4407,464687;0,54;15,29421508;8,294429487;8,294429487
16114,00;29,18;104075,7334;0,86;32,38454219;27,69883826;27,69883826
16115,00;13,00;9211,115221;0,75;15,77373432;11,80713536;11,80713536
16116,00;8,46;2538,853126;0,60;11,88436917;7,141450281;7,141450281
16117,00;22,74;49276,9533;0,98;23,05733645;22,5877541;22,5877541
16118,00;39,89;265961,5203;0,51;62,80024978;31,79687307;31,79687307
16119,00;22,57;48144,17778;0,80;26,08996578;20,98895554;20,98895554
16120,00;14,38;12466,19268;0,80;16,72150963;13,34089209;13,34089209
16121,00;22,92;50418,47628;0,63;31,07995576;19,67933223;19,67933223
16122,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
16123,00;41,94;308931,5219;0,88;45,81031906;40,12408567;40,12408567
16124,00;51,67;577846,6501;0,40;94,95087296;38,11645604;38,11645604
16125,00;9,77;3908,820095;0,65;12,97563009;8,480360381;8,480360381
16126,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
16127,00;17,62;22901,85833;0,59;25,1410937;14,74684019;14,74684019
16128,00;18,50;26514,07599;0,83;21,00284046;17,3602081;17,3602081
16129,00;23,94;57447,68835;0,87;26,22445712;22,86855486;22,86855486
16130,00;34,89;177955,3133;0,69;44,74373237;30,81378662;30,81378662
16131,00;15,71;16229,91908;0,93;16,4860219;15,33048647;15,33048647
16132,00;24,80;63923,20939;0,47;41,26840344;19,2298611;19,2298611
16133,00;19,13;29336,65277;0,76;22,96936649;17,46169777;17,46169777
16134,00;11,97;7180,961044;0,47;19,76789531;9,312510266;9,312510266
16135,00;19,75;32252,83784;0,78;23,37262496;18,15038814;18,15038814
16136,00;17,39;22026,68842;0,97;17,80741443;17,18422168;17,18422168
16137,00;24,67;62916,7044;0,80;28,63373221;22,90338634;22,90338634
16138,00;32,65;145858,2541;0,77;38,94563767;29,90141849;29,90141849
16139,00;15,19;14684,8938;0,67;19,79576706;13,30775918;13,30775918
16140,00;8,46;2538,853126;0,43;14,95821505;6,365530417;6,365530417
16141,00;16,93;20310,82502;0,82;19,24593451;15,87266959;15,87266959
16142,00;29,45;107007,338;0,38;56,35313673;21,29136122;21,29136122
16143,00;24,27;59857,88849;0,78;28,59343329;22,35544088;22,35544088
16144,00;12,93;9049,045146;0,70;16,3705264;11,48750598;11,48750598
16145,00;15,96;17021,53731;0,62;21,84408161;13,6391778;13,6391778
16146,00;4,89;488,6025119;0,74;5,957798479;4,424769363;4,424769363
16147,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
16148,00;16,45;18641,9865;0,83;18,59689874;15,469687;15,469687
16149,00;35,35;184979,3683;0,61;49,27907544;29,93546894;29,93546894
16150,00;6,91;1381,976598;0,70;8,795219067;6,124670219;6,124670219
16151,00;16,27;18028,5703;0,69;20,78127727;14,39130644;14,39130644
16152,00;13,53;10372,07306;0,81;15,57869281;12,60732569;12,60732569
